Solute_encoded,Solvent_encoded,Potential_ID,Alpha,Mu,Sigma,solvent_density,solvent_shear,solute_density,solute_shear,PC2,PC3,PC4,PC5,density_ratio,density_diff,density_mismatch_pct,shear_ratio,shear_diff,shear_mismatch_pct,combined_mismatch
11,2,3,0.0,-11,-0.426651172408038,1.5483787739825068,-1.1006978024211902,-0.17669722928812118,1.0497156644206613,1.022963260345399,0.9037742910250748,-0.7858522710150151,-1.5603749930026116,-0.1141175739794257,-1.725076003270628,1.1141175739794258,-0.9536819843844658,2.1504134668418518,-1.953681984384466,2.1766314327697316
11,2,1,0.8,-5,-0.5386930239567663,1.5483787739825068,-1.1006978024211902,-0.17669722928812118,1.0497156644206613,1.0736135655767858,0.9637870815829348,-0.8221732902508457,-1.5075864257564981,-0.1141175739794257,-1.725076003270628,1.1141175739794258,-0.9536819843844658,2.1504134668418518,-1.953681984384466,2.1766314327697316
13,2,1,-0.8,-26,0.30162086265869614,1.5483787739825068,-1.1006978024211902,0.2819189190398013,-1.3946375428539222,-0.4787151538564532,1.6152740570904534,1.171752700193711,-1.2299417588932597,0.18207361388369586,-1.2664598549427055,0.8179263861163042,1.2670485393776172,-0.29393974043273197,-0.26704853937761724,-0.21842604673077204
14,2,2,1.7,-1,-0.9308395043773156,1.5483787739825068,-1.1006978024211902,0.32645941739592893,-0.20938627490099118,0.8151566219298615,1.7307019540400992,0.12963199547703377,-0.9344258557544871,0.21083950702595797,-1.2219193565865778,0.789160492974042,0.1902304832810668,0.891311527520199,-0.8097695167189333,0.6390381110092651
14,2,3,2.1,-1,-0.8748185786029513,1.5483787739825068,-1.1006978024211902,0.32645941739592893,-0.20938627490099118,0.789831469314168,1.7006955587611692,0.1477925050949491,-0.9608201393775436,0.21083950702595797,-1.2219193565865778,0.789160492974042,0.1902304832810668,0.891311527520199,-0.8097695167189333,0.6390381110092651
14,2,1,1.8,1,-0.9308395043773156,1.5483787739825068,-1.1006978024211902,0.32645941739592893,-0.20938627490099118,0.8151566219298615,1.7307019540400992,0.12963199547703377,-0.9344258557544871,0.21083950702595797,-1.2219193565865778,0.789160492974042,0.1902304832810668,0.891311527520199,-0.8097695167189333,0.6390381110092651
15,2,2,2.4,-2,-0.7627767270542231,1.5483787739825068,-1.1006978024211902,2.0301334795178043,-0.08872883998871386,1.8849182757262661,1.5179950746908564,1.3419581402973246,-0.7788036177838241,1.3111349197174802,0.48175470553529753,0.31113491971748014,0.08061144466132142,1.0119689624324764,-0.9193885553386786,-0.2860538843544698
15,2,3,2.7,-2,-0.7627767270542231,1.5483787739825068,-1.1006978024211902,2.0301334795178043,-0.08872883998871386,1.8849182757262661,1.5179950746908564,1.3419581402973246,-0.7788036177838241,1.3111349197174802,0.48175470553529753,0.31113491971748014,0.08061144466132142,1.0119689624324764,-0.9193885553386786,-0.2860538843544698
15,2,26,0.7,6,-0.09052561776185303,1.5483787739825068,-1.1006978024211902,2.0301334795178043,-0.08872883998871386,1.5810164443379462,1.1579183313436967,1.5598842557123085,-1.0955350212605046,1.3111349197174802,0.48175470553529753,0.31113491971748014,0.08061144466132142,1.0119689624324764,-0.9193885553386786,-0.2860538843544698
15,2,1,1.4,-6,-0.6507348755054947,1.5483787739825068,-1.1006978024211902,2.0301334795178043,-0.08872883998871386,1.8342679704948794,1.4579822841329966,1.3782791595331554,-0.8315921850299374,1.3111349197174802,0.48175470553529753,0.31113491971748014,0.08061144466132142,1.0119689624324764,-0.9193885553386786,-0.2860538843544698
17,2,27,-1.6,-30,-0.3146093208593097,1.5483787739825068,-1.1006978024211902,-1.4185467173530308,0.009565363452753462,-0.4321541766486242,1.3693837440510674,-1.051511641279103,-1.5496737290266482,-0.9161496793865616,-2.9669254913355374,1.9161496793865613,-0.00869027214528153,1.1102631658739437,-1.0086902721452815,1.9328015415715245
19,2,1,1.0,-7,-0.8187976528285872,1.5483787739825068,-1.1006978024211902,1.2916293690621825,0.3996217263157189,1.7368435582435822,1.3535168167124354,0.514153859115009,-0.9874218557150762,0.8341817846934493,-0.2567494049203243,0.16581821530655066,-0.3630621642349756,1.500319528736909,-1.3630621642349756,0.2260205354253281
20,2,1,-0.5,1,-0.9868604301516797,1.5483787739825068,-1.1006978024211902,-1.0071133003345654,-0.4324985144586074,-0.1332868758972808,1.9156842030064674,-0.7216083631940565,-1.0601218544584274,-0.6504308359538022,-2.555492074317072,1.6504308359538022,0.3929312055563718,0.6681992879625829,-0.6070687944436283,1.0019250578950643
22,2,1,2.2,-3,-0.6507348755054947,1.5483787739825068,-1.1006978024211902,1.7747805376710226,2.609941115872523,3.2868625047869426,0.23185643004040976,-0.3416635026410738,-1.5362591646469428,1.1462185916603593,0.22640176368851583,0.14621859166035925,-2.3711695527432424,3.7106389182937134,-3.3711695527432424,-0.4929276642504001
24,2,1,-1.4,-2,-0.4826720981824022,1.5483787739825068,-1.1006978024211902,-0.629651449858909,-0.6925360897005843,-0.278823696335773,1.7498104411554887,-0.13840246685584962,-1.174980520879676,-0.40665208051090385,-2.1780302238414158,1.406652080510904,0.6291791336161678,0.40816171272060586,-0.37082086638383216,0.5216159431956734
0,3,1,-1.9,6,0.9738719719510661,-0.18031928305856562,0.3792865310813625,0.06903043537153107,-0.8228149148968149,-0.9732995414602531,-0.29384612239946795,0.7726534984939151,0.10086719315421165,-0.38282336864167094,0.24934971843009668,-1.3828233686416709,-2.169375518162835,-1.2021014459781774,3.1693755181628345,4.382686530516372
1,3,7,-1.2,0,-0.2585883950849455,-0.18031928305856562,0.3792865310813625,-1.355699319248834,-1.114837111893555,-1.4885594953540493,0.5564444688529465,-0.4863599756783914,0.5322778098937958,7.518326915754864,-1.1753800361902684,-6.518326915754865,-2.9393005565346746,-1.4941236429749174,3.939300556534674,-25.677648846908085
1,3,1,-2.1,2,0.1895790111099678,-0.18031928305856562,0.3792865310813625,-1.355699319248834,-1.114837111893555,-1.691160716279596,0.31639330662150683,-0.3410758987350688,0.3211235409093423,7.518326915754864,-1.1753800361902684,-6.518326915754865,-2.9393005565346746,-1.4941236429749174,3.939300556534674,-25.677648846908085
2,3,1,-1.2,2,0.24559993688433196,-0.18031928305856562,0.3792865310813625,1.5805764156012974,-1.0454070793039472,0.17536631510679998,0.13839078544969022,1.7514736645987763,0.7335502229702764,-8.765432009220802,1.760895698659863,-9.765432009220802,-2.7562462508843795,-1.4246936103853096,3.7562462508843795,36.68136737290195
4,3,28,-1.8,0,-0.9308395043773156,-0.18031928305856562,0.3792865310813625,-0.5013144206971857,1.4397720272836267,0.8811231342127839,-0.28752530022445394,-1.5432959190835096,0.3521568115601669,2.7801487017578954,-0.3209951376386201,-1.7801487017578956,3.7960009367555805,1.0604854962022643,2.796000936755581,4.977297437679307
5,3,28,-1.2,-3,-0.6507348755054947,-0.18031928305856562,0.3792865310813625,-0.1876436229519152,-0.14801740714388464,0.002837709332248649,0.2773789997720175,-0.32288900154872574,0.6601600526499577,1.0406187278981733,-0.007324339893349574,-0.040618727898173335,-0.3902522104380573,-0.5273039382252471,1.3902522104380572,-0.056470276245617464
5,3,1,-3.1,1,-0.8187976528285872,-0.18031928305856562,0.3792865310813625,-0.1876436229519152,-0.14801740714388464,0.07881316717932861,0.36739818560880744,-0.3773705304024717,0.7393429035191277,1.0406187278981733,-0.007324339893349574,-0.040618727898173335,-0.3902522104380573,-0.5273039382252471,1.3902522104380572,-0.056470276245617464
6,3,28,1.7,-1,-0.8748185786029513,-0.18031928305856562,0.3792865310813625,-0.37297739153546255,0.5296405139367074,0.3925125714225976,0.09431091887791013,-0.9146870099376477,0.5699683100097963,2.0684276534879733,-0.19265810847689693,-1.0684276534879733,1.3964126604408522,0.1503539828553449,0.3964126604408522,0.42353824860774447
6,3,1,-0.8,-1,-0.9308395043773156,-0.18031928305856562,0.3792865310813625,-0.37297739153546255,0.5296405139367074,0.417837724038291,0.12431731415684019,-0.932847519555563,0.5963625936328529,2.0684276534879733,-0.19265810847689693,-1.0684276534879733,1.3964126604408522,0.1503539828553449,0.3964126604408522,0.42353824860774447
7,3,1,-1.8,-13,2.0942904874383497,-0.18031928305856562,0.3792865310813625,-1.5298979632433496,-1.1085962100877476,-2.6582585614939402,-0.6997898266514908,0.14741844456013062,-0.6048687033930283,8.484383573921246,-1.349578680184784,-7.484383573921245,-2.9228462369256594,-1.48788274116911,3.9228462369256594,-29.360085938665172
9,3,1,0.0,-16,0.30162086265869614,-0.18031928305856562,0.3792865310813625,0.07054028277343387,1.5697908149046154,0.7620700712423379,-1.0298549350420179,-0.8060779218230277,-0.17176244356548073,-0.39119655744484744,0.2508595658319995,-1.3911965574448473,4.138799261943399,1.190504283823253,3.1387992619433995,-4.366686727726085
11,3,7,0.0,-18,-0.20256746931058137,-0.18031928305856562,0.3792865310813625,-0.17669722928812118,1.0497156644206613,0.5232478021850978,-0.5117733874731685,-0.8514845313479813,0.15555530673643417,0.9799131090751506,0.0036220537704444444,-0.02008689092484936,2.7676059611921255,0.6704291333392989,1.7676059611921258,-0.03550570814057974
11,3,29,0.8,2,-0.9868604301516797,-0.18031928305856562,0.3792865310813625,-0.17669722928812118,1.0497156644206613,0.8777999388048044,-0.09168385356814879,-1.105731665998796,0.5250752774592279,0.9799131090751506,0.0036220537704444444,-0.02008689092484936,2.7676059611921255,0.6704291333392989,1.7676059611921258,-0.03550570814057974
11,3,28,1.1,-1,-0.9868604301516797,-0.18031928305856562,0.3792865310813625,-0.17669722928812118,1.0497156644206613,0.8777999388048044,-0.09168385356814879,-1.105731665998796,0.5250752774592279,0.9799131090751506,0.0036220537704444444,-0.02008689092484936,2.7676059611921255,0.6704291333392989,1.7676059611921258,-0.03550570814057974
11,3,1,-1.4,0,-1.042881355926044,-0.18031928305856562,0.3792865310813625,-0.17669722928812118,1.0497156644206613,0.9031250914204977,-0.06167745828921878,-1.123892175616711,0.5514695610822845,0.9799131090751506,0.0036220537704444444,-0.02008689092484936,2.7676059611921255,0.6704291333392989,1.7676059611921258,-0.03550570814057974
13,3,1,-1.3,-59,2.4304160420845347,-0.18031928305856562,0.3792865310813625,0.2819189190398013,-1.3946375428539222,-1.8394858009503277,-0.8204910608914092,1.7235777668698657,-0.4114171023381417,-1.5634429898894247,0.46223820209836697,-2.563442989889425,-3.6770025523388594,-1.7739240739352846,4.67700255233886,11.989229406487999
14,3,1,-1.6,6,0.1895790111099678,-0.18031928305856562,0.3792865310813625,0.32645941739592893,-0.20938627490099118,-0.08976127808153299,-0.1649480489210238,0.3545678890307127,0.3591959060156514,-1.8104520595831044,0.5067787004544946,-2.810452059583105,-0.5520530199267075,-0.5886728059823537,1.5520530199267075,4.361970606435193
15,3,1,-0.9,6,-0.426651172408038,-0.18031928305856562,0.3792865310813625,2.0301334795178043,-0.08872883998871386,1.334552512334578,0.04243460563475334,1.312646899200189,0.8843381147091081,-11.258548975366326,2.21045276257637,-12.258548975366326,-0.23393617415241205,-0.4680153710700764,1.2339361741524122,15.126267023323496
19,3,1,0.0,-5,0.30162086265869614,-0.18031928305856562,0.3792865310813625,1.2916293690621825,0.3996217263157189,0.8319256582321876,-0.5421331862486874,0.7390897526686879,0.30619990605506214,-7.163013002013081,1.471948652120748,-8.16301300201308,1.0536143352530338,0.020335195234356396,0.0536143352530338,-0.4376545157648032
20,3,1,-1.8,10,0.6937673430792453,-0.18031928305856562,0.3792865310813625,-1.0071133003345654,-0.4324985144586074,-1.2914563020656087,-0.28002975274395536,-0.3150673734612243,-0.030442928918855958,5.585166950821708,-0.8267940172759998,-4.585166950821708,-1.1402949459490037,-0.8117850455399699,2.1402949459490035,-9.813609651176105
22,3,1,-1.0,7,0.8618301204023378,-0.18031928305856562,0.3792865310813625,1.7747805376710226,2.609941115872523,2.204668536465695,-1.8738383398732228,0.010395958238012329,-0.4273973882382012,-9.842433419029257,1.9550998207295882,-10.842433419029257,6.881185863445946,2.2306545847911607,5.881185863445946,-63.76636614934876
24,3,1,-1.7,8,1.4780603039203437,-0.18031928305856562,0.3792865310813625,-0.629651449858909,-0.6925360897005843,-1.5636188855825675,-0.5959354909895841,0.35894107096655925,-0.27727301345538813,3.4918697500278184,-0.4493321668003434,-2.4918697500278184,-1.8258915963246405,-1.0718226207819468,2.8258915963246403,-7.041753785739194
6,4,30,0.0,-4,-0.2585883950849455,-0.4974605423161811,1.4445982701510423,-0.37297739153546255,0.5296405139367074,-0.11104082340658243,-0.5132022367913558,-0.9050318340538096,1.1651871259364182,0.7497627646986357,0.12448315078071853,-0.2502372353013644,0.3666351572477863,-0.9149577562143348,0.6333648427522137,0.15849146718739734
6,4,31,-1.5,-2,0.24559993688433196,-0.4974605423161811,1.4445982701510423,-0.37297739153546255,0.5296405139367074,-0.33896719694782235,-0.7832597943017255,-0.7415872474925717,0.9276385733289078,0.7497627646986357,0.12448315078071853,-0.2502372353013644,0.3666351572477863,-0.9149577562143348,0.6333648427522137,0.15849146718739734
6,4,32,-0.9,-3,-0.8748185786029513,-0.4974605423161811,1.4445982701510423,-0.37297739153546255,0.5296405139367074,0.1675358553660441,-0.18313188872312597,-1.104797439850878,1.4555242457900417,0.7497627646986357,0.12448315078071853,-0.2502372353013644,0.3666351572477863,-0.9149577562143348,0.6333648427522137,0.15849146718739734
11,4,33,1.0,-109,1.8141858585665287,-0.4974605423161811,1.4445982701510423,-0.17669722928812118,1.0497156644206613,-0.6134344080364156,-1.8694464251156835,-0.38781661501625997,0.09091703208663855,0.35519848160301754,0.32076331302805994,-0.6448015183969825,0.7266488449490575,-0.3948826057303809,0.27335115505094254,0.17625723983241676
11,4,32,-2.0,-3,-0.7627767270542231,-0.4974605423161811,1.4445982701510423,-0.17669722928812118,1.0497156644206613,0.5515226122854777,-0.4891522422849047,-1.223200057440365,1.3050540787472462,0.35519848160301754,0.32076331302805994,-0.6448015183969825,0.7266488449490575,-0.3948826057303809,0.27335115505094254,0.17625723983241676
22,4,34,-2.8,49,7.08015288135676,-0.4974605423161811,1.4445982701510423,1.7747805376710226,2.609941115872523,-0.8314001199328177,-5.481991023435486,1.8361020959133827,-2.4716069346172485,-3.5676810253284157,2.2722410799872037,-4.567681025328415,1.806689908052871,1.165342845721481,0.8066899080528711,-3.6847021863370233
0,5,2,-1.5,4,-0.20256746931058137,-0.18922149384474432,-0.18160009953882397,0.06903043537153107,-0.8228149148968149,-0.33474513859480914,0.3580998411106358,0.5085575330429164,0.26963042636767776,-0.3648128654357329,0.2582519292162754,-1.3648128654357328,4.530916651402532,-0.641214815357991,-3.5309166514025327,-4.819040472615433
0,5,3,-1.6,-1,-0.09052561776185303,-0.18922149384474432,-0.18160009953882397,0.06903043537153107,-0.8228149148968149,-0.38539544382619584,0.2980870505527759,0.544878552278747,0.21684185912156442,-0.3648128654357329,0.2582519292162754,-1.3648128654357328,4.530916651402532,-0.641214815357991,-3.5309166514025327,-4.819040472615433
0,5,4,-1.7,5,0.24559993688433196,-0.18922149384474432,-0.18160009953882397,0.06903043537153107,-0.8228149148968149,-0.5373463595203558,0.11804867887919598,0.6538416099862391,0.05847615738322425,-0.3648128654357329,0.2582519292162754,-1.3648128654357328,4.530916651402532,-0.641214815357991,-3.5309166514025327,-4.819040472615433
0,5,5,-1.9,9,0.24559993688433196,-0.18922149384474432,-0.18160009953882397,0.06903043537153107,-0.8228149148968149,-0.5373463595203558,0.11804867887919598,0.6538416099862391,0.05847615738322425,-0.3648128654357329,0.2582519292162754,-1.3648128654357328,4.530916651402532,-0.641214815357991,-3.5309166514025327,-4.819040472615433
0,5,1,-1.9,-8,-0.14654654353621718,-0.18922149384474432,-0.18160009953882397,0.06903043537153107,-0.8228149148968149,-0.3600702912105025,0.32809344583170585,0.5267180426608318,0.2432361427446211,-0.3648128654357329,0.2582519292162754,-1.3648128654357328,4.530916651402532,-0.641214815357991,-3.5309166514025327,-4.819040472615433
1,5,8,0.8,4,-0.7627767270542231,-0.18922149384474432,-0.18160009953882397,-1.355699319248834,-1.114837111893555,-1.1539069238769253,0.8483136890158908,-0.5325298257144062,0.3843096396305816,7.164615877946622,-1.1664778254040897,-6.164615877946622,6.138967515572401,-0.933237012354731,-5.138967515572401,31.679760742749526
1,5,9,1.9,-12,0.021516233786875304,-0.18922149384474432,-0.18160009953882397,-1.355699319248834,-1.114837111893555,-1.508459060496632,0.4282241551108712,-0.2782826910635915,0.014789668907787988,7.164615877946622,-1.1664778254040897,-6.164615877946622,6.138967515572401,-0.933237012354731,-5.138967515572401,31.679760742749526
1,5,10,1.4,-28,0.021516233786875304,-0.18922149384474432,-0.18160009953882397,-1.355699319248834,-1.114837111893555,-1.508459060496632,0.4282241551108712,-0.2782826910635915,0.014789668907787988,7.164615877946622,-1.1664778254040897,-6.164615877946622,6.138967515572401,-0.933237012354731,-5.138967515572401,31.679760742749526
1,5,11,-1.9,-27,1.9822486358896212,-0.18922149384474432,-0.18160009953882397,-1.355699319248834,-1.114837111893555,-2.3948394020458985,-0.6219996796516782,0.35733514556344487,-0.9090102578991964,7.164615877946622,-1.1664778254040897,-6.164615877946622,6.138967515572401,-0.933237012354731,-5.138967515572401,31.679760742749526
1,5,1,-2.1,-7,-0.4826720981824022,-0.18922149384474432,-0.18160009953882397,-1.355699319248834,-1.114837111893555,-1.2805326869553921,0.6982817126212408,-0.44172727762482955,0.2523382215152982,7.164615877946622,-1.1664778254040897,-6.164615877946622,6.138967515572401,-0.933237012354731,-5.138967515572401,31.679760742749526
2,5,2,-0.8,-4,-0.2585883950849455,-0.18922149384474432,-0.18160009953882397,1.5805764156012974,-1.0454070793039472,0.5100188865839238,0.4302600056126344,1.7053038145627615,0.5855820527070622,-8.353049029927623,1.7697979094460417,-9.353049029927623,5.75664375712774,-0.8638069797651232,-4.75664375712774,-44.48912227831489
2,5,3,-2.0,3,0.021516233786875304,-0.18922149384474432,-0.18160009953882397,1.5805764156012974,-1.0454070793039472,0.3833931235054573,0.28022802921798456,1.7961063626523381,0.4536106345917788,-8.353049029927623,1.7697979094460417,-9.353049029927623,5.75664375712774,-0.8638069797651232,-4.75664375712774,-44.48912227831489
2,5,1,-1.4,-4,-0.4826720981824022,-0.18922149384474432,-0.18160009953882397,1.5805764156012974,-1.0454070793039472,0.611319497046697,0.5502855867283543,1.6326617760911002,0.691159187199289,-8.353049029927623,1.7697979094460417,-9.353049029927623,5.75664375712774,-0.8638069797651232,-4.75664375712774,-44.48912227831489
3,5,28,2.4,-3,-0.5947139497311306,-0.18922149384474432,-0.18160009953882397,-0.17858453854049944,0.3996217263157189,0.4173757362144622,0.017958455515023505,-0.49265288601335955,0.11470426790606125,0.9437856921636372,0.010636955304244883,-0.05621430783636278,-2.2005589607635896,0.5812218258545429,-3.2005589607635896,0.17991720666879377
3,5,1,2.9,1,-0.8748185786029513,-0.18922149384474432,-0.18160009953882397,-0.17858453854049944,0.3996217263157189,0.5440014992929287,0.16799043190967333,-0.5834554341029361,0.24667568602134463,0.9437856921636372,0.010636955304244883,-0.05621430783636278,-2.2005589607635896,0.5812218258545429,-3.2005589607635896,0.17991720666879377
4,5,28,2.3,-1,-0.7067558012798588,-0.18922149384474432,-0.18160009953882397,-0.5013144206971857,1.4397720272836267,0.8865487216858945,-0.3857392186875995,-1.3533791440866252,-0.13893704580278426,2.6493524097664753,-0.3120929268524414,-1.6493524097664756,-7.928255716488858,1.6213721268224508,-8.928255716488858,-14.725840081002207
6,5,35,-1.5,-2,-0.8748185786029513,-0.18922149384474432,-0.18160009953882397,-0.37297739153546255,0.5296405139367074,0.49923876935848155,0.11612258153048452,-0.7974122734124244,0.18445158713907187,1.9711153524741192,-0.18375589769071823,-0.9711153524741191,-2.916521055229248,0.7112406134755314,-3.916521055229248,-3.80339372502126
6,5,10,0.0,-36,-0.20256746931058137,-0.18922149384474432,-0.18160009953882397,-0.37297739153546255,0.5296405139367074,0.19533693797016163,-0.24395416181667515,-0.5794861579974405,-0.1322798163376084,1.9711153524741192,-0.18375589769071823,-0.9711153524741191,-2.916521055229248,0.7112406134755314,-3.916521055229248,-3.80339372502126
6,5,28,2.5,-2,-0.3706302466336739,-0.18922149384474432,-0.18160009953882397,-0.37297739153546255,0.5296405139367074,0.27131239581724165,-0.1539349759798852,-0.6339676868511865,-0.053096965468438354,1.9711153524741192,-0.18375589769071823,-0.9711153524741191,-2.916521055229248,0.7112406134755314,-3.916521055229248,-3.80339372502126
6,5,1,1.8,-3,-0.8748185786029513,-0.18922149384474432,-0.18160009953882397,-0.37297739153546255,0.5296405139367074,0.49923876935848155,0.11612258153048452,-0.7974122734124244,0.18445158713907187,1.9711153524741192,-0.18375589769071823,-0.9711153524741191,-2.916521055229248,0.7112406134755314,-3.916521055229248,-3.80339372502126
7,5,10,-1.3,-58,0.917851046176702,-0.18922149384474432,-0.18160009953882397,-1.5298979632433496,-1.1085962100877476,-2.019704158628496,-0.04784386314138644,-0.11667752089086801,-0.436105470179562,8.085222942477277,-1.3406764693986053,-7.085222942477277,6.1046013350380495,-0.9269961105489236,-5.10460133503805,36.16723849121173
7,5,1,-1.2,-30,0.6937673430792453,-0.18922149384474432,-0.18160009953882397,-1.5298979632433496,-1.1085962100877476,-1.9184035481657227,0.07218171797433344,-0.18931955936252928,-0.3305283356873351,8.085222942477277,-1.3406764693986053,-7.085222942477277,6.1046013350380495,-0.9269961105489236,-5.10460133503805,36.16723849121173
9,5,1,-2.2,-7,0.1895790111099678,-0.18922149384474432,-0.18160009953882397,0.07054028277343387,1.5697908149046154,0.9194465744096085,-0.9480304818315837,-0.7251242045336351,-0.5044905991900918,-0.37279212493329095,0.2597617766181782,-1.3727921249332908,-8.644217810954517,1.7513909144434394,-9.644217810954517,13.239506262019741
11,5,36,2.8,1,-0.9308395043773156,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.9592009841249951,-0.09987858619450429,-0.9702964198556573,0.11316427096544675,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,2,3.5,0,-0.9308395043773156,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.9592009841249951,-0.09987858619450429,-0.9702964198556573,0.11316427096544675,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,3,3.6,0,-0.9308395043773156,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.9592009841249951,-0.09987858619450429,-0.9702964198556573,0.11316427096544675,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,35,1.9,-7,-0.5947139497311306,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.8072500684308351,-0.2799169578680841,-0.8613333621481654,-0.04520143077289336,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,37,1.9,1,-1.042881355926044,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,1.0098512893563816,-0.039865795636644386,-1.006617439091488,0.16595283821156012,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,28,2.2,0,-0.5947139497311306,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.8072500684308351,-0.2799169578680841,-0.8613333621481654,-0.04520143077289336,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
11,5,1,3.6,0,-0.8748185786029513,-0.18922149384474432,-0.18160009953882397,-0.17669722928812118,1.0497156644206613,0.9338758315093016,-0.12988498147343439,-0.9521359102377419,0.08676998734239001,0.9338116177916909,0.012524264556623144,-0.0661883822083091,-5.780369433091883,1.2313157639594854,-6.780369433091883,0.4487816835510216
13,5,38,-1.7,-11,0.6377464173048811,-0.18922149384474432,-0.18160009953882397,0.2819189190398013,-1.3946375428539222,-0.9223547193122572,0.1615252506869246,1.2597161956217986,0.04768325072894827,-1.4898884545912896,0.47114041288454567,-2.4898884545912896,7.679717942862498,-1.213037443315098,-6.6797179428624975,-16.631752585859612
13,5,1,-1.0,-58,1.253976600822887,-0.18922149384474432,-0.18160009953882397,0.2819189190398013,-1.3946375428539222,-1.2009313980848837,-0.16854509738130521,1.459481801418867,-0.2426538691246755,-1.4898884545912896,0.47114041288454567,-2.4898884545912896,7.679717942862498,-1.213037443315098,-6.6797179428624975,-16.631752585859612
14,5,2,-1.6,4,-0.3146093208593097,-0.18922149384474432,-0.18160009953882397,0.32645941739592893,-0.20938627490099118,0.24489129339559088,0.12692117124192043,0.30839803899469803,0.21122773575243722,-1.7252766097692258,0.5156809112406733,-2.7252766097692263,1.1530074897135552,-0.02778617536216721,-0.1530074897135552,-0.4169877328358575
14,5,3,-1.7,6,-0.2585883950849455,-0.18922149384474432,-0.18160009953882397,0.32645941739592893,-0.20938627490099118,0.21956614077989753,0.09691477596299045,0.32655854861261335,0.18483345212938052,-1.7252766097692258,0.5156809112406733,-2.7252766097692263,1.1530074897135552,-0.02778617536216721,-0.1530074897135552,-0.4169877328358575
14,5,1,-1.3,0,-0.6507348755054947,-0.18922149384474432,-0.18160009953882397,0.32645941739592893,-0.20938627490099118,0.3968422090897509,0.3069595429155003,0.19943498128720605,0.3695934374907774,-1.7252766097692258,0.5156809112406733,-2.7252766097692263,1.1530074897135552,-0.02778617536216721,-0.1530074897135552,-0.4169877328358575
15,5,2,-1.2,4,-0.4826720981824022,-0.18922149384474432,-0.18160009953882397,2.0301334795178043,-0.08872883998871386,1.4666038628861555,0.09425266356625771,1.411761126107497,0.5252156754614403,-10.728873545325262,2.219354973362549,-11.728873545325264,0.48859466604942403,0.09287125955011011,-0.511405333950576,5.998208492311143
15,5,1,-1.5,6,-0.426651172408038,-0.18922149384474432,-0.18160009953882397,2.0301334795178043,-0.08872883998871386,1.441278710270462,0.06424626828732778,1.4299216357254123,0.49882139183838364,-10.728873545325262,2.219354973362549,-11.728873545325264,0.48859466604942403,0.09287125955011011,-0.511405333950576,5.998208492311143
15,5,3,2.3,2,-0.8187976528285872,-0.18922149384474432,-0.18160009953882397,2.0301334795178043,-0.08872883998871386,1.6185547785803154,0.27429103523983756,1.3027980684000051,0.6835813771997804,-10.728873545325262,2.219354973362549,-11.728873545325264,0.48859466604942403,0.09287125955011011,-0.511405333950576,5.998208492311143
17,5,10,-0.9,-23,-0.2585883950849455,-0.18922149384474432,-0.18160009953882397,-1.4185467173530308,0.009565363452753462,-0.7491679790259617,0.06566691404218858,-1.054350693940592,-0.140077301289157,7.496752554532438,-1.2293252235082865,-6.496752554532438,-0.05267267736661399,0.19116546299157744,-1.052672677366614,-6.83895390576805
19,5,39,-2.3,-31,1.7021440070178002,-0.18922149384474432,-0.18160009953882397,1.2916293690621825,0.3996217263157189,0.3055230407757384,-1.2704814055693625,1.3103772296417942,-0.7391739073920794,-6.826018243582627,1.4808508629069268,-7.826018243582627,-2.2005589607635896,0.5812218258545429,-3.2005589607635896,25.047632816597705
19,5,1,-1.6,9,0.021516233786875304,-0.18922149384474432,-0.18160009953882397,1.2916293690621825,0.3996217263157189,1.0652776192465383,-0.3702895472014631,0.7655619411043345,0.0526546012996213,-6.826018243582627,1.4808508629069268,-7.826018243582627,-2.2005589607635896,0.5812218258545429,-3.2005589607635896,25.047632816597705
20,5,1,-1.7,-3,-0.14654654353621718,-0.18922149384474432,-0.18160009953882397,-1.0071133003345654,-0.4324985144586074,-0.8048528148943248,0.19187783909256861,-0.47020028120473095,-0.020045397443730004,5.3224043414481175,-0.8178918064898211,-4.3224043414481175,2.381598443816625,-0.2508984149197834,-1.3815984438166249,5.971827111690942
