material_id,formula,formation_energy_per_atom
mp-14581,CsCu2F6,-2.124188423333333
mp-22432,Ti4Cu2O,-0.973988638333333
mp-25385,Li(CuO2)2,-1.092193814761904
mp-863404,Li2Cu2F7,-2.218874977121222
mp-1225889,Cu2AsO6,-0.721728574166667
mp-779478,Na9Cu2O7,-1.347808282078543
mp-1208537,Tb2Cu2O5,-2.584350125092592
mp-15335,Lu2Cu2O5,-2.66516158287037
mp-15336,Sc2Cu2O5,-2.562479393333333
mp-21160,Er2Cu2O5,-2.627509326944443
mp-21617,In2Cu2O5,-1.481254836203704
mp-2882,Y2Cu2O5,-2.5691865925
mp-3120,Tm2Cu2O5,-2.646454218333334
mp-5029,Ho2Cu2O5,-2.610879746944443
mp-758841,LiCu2F7,-1.8493552601666612
mp-760304,Li2Cu2F7,-2.195350431666677
mp-761886,Li2Cu2F5,-2.277717130925924
mp-768866,Sm2Cu2O5,-2.516066302777778
mp-771325,Dy2Cu2O5,-2.597716778703702
mp-772788,Ba2Cu2O5,-1.9262245013888881
mp-772813,Ca2Cu2O5,-2.070055870833334
mp-1218053,Ta3(CuS3)2,-1.171006981999999
mp-1220674,Nb3(CuSe3)2,-0.814191805852273
mp-1226152,Cu2(WSe2)3,-0.162072763579539
mp-1247567,CrCu2N3,-0.019517138958330002
mp-867561,Li2Cu2F7,-2.199357012121223
mp-9248,Cu2SiS3,-0.52910290001409
mp-1001022,Cu2PPd2,-0.276902384928571
mp-1225826,Cu2B3Ir4,-0.20821075083333002
mp-34328,Mn(CuCl2)2,-0.942051346354681
mp-1106173,Cu2NO6,-0.541327327222222
mp-1181983,Cu2IO8,-0.17380802954545402
mp-1190743,Cu2IO8,-0.31802650363636403
mp-1213046,Cu2NO6,-0.7048421838888881
mp-1398042,Ca(CuO2)2,-1.542171583571427
mp-760131,Li2Cu2F7,-2.241372020757587
mp-1226688,Gd3Cu2Te7,-1.047972823333334
mp-1228302,Ba4Cu2Si21,-0.19889860629629602
mp-1225866,Cu2GeSe3,-0.474055970338541
mp-1225871,Cu2GeS3,-0.567422112916666
mp-1225891,Cu2GeTe3,-0.12403954888889701
mp-1225897,Cu2SiS3,-0.5254914395974241
mp-1225953,Cu2SnSe3,-0.339275249197913
mp-1225965,Cu2SnS3,-0.40867547348958505
mp-1226087,Cu2SnTe3,-0.17182501658333102
mp-505508,V2Cu2O7,-1.803554598181818
mp-1072589,Cu2GeS3,-0.571040271249998
mp-1225786,Cu2SnSe3,-0.340816599197914
mp-1225810,Cu2SiTe3,-0.10721441083333301
mp-1225832,Cu2SnS3,-0.41034496473958304
mp-12806,Cu2GeTe3,-0.120982610000001
mp-13089,Cu2SnTe3,-0.173462425333331
mp-4728,Cu2GeSe3,-0.48109025867187305
mp-1076053,La2Cu2O5,-2.482330293888888
mp-1076393,Sm2Cu2O5,-2.430706947777777
mp-1076527,Mg2Cu2O5,-1.674589985555556
mp-1076548,Ca2Cu2O5,-1.9320732466666661
mp-1097775,Ba2Cu2O5,-1.8251075994444441
mp-1099761,Sr2Cu2O5,-1.906606067777778
mp-1099765,Eu2Cu2O5,-2.107758183333334
mp-2224453,Mg(CuO)2,-0.9747425109999991
mp-1225821,Cu2P2O7,-2.021876843116882
mp-2225590,Mg(CuO)2,-1.182556878999999
mp-2228229,Mg(CuO)2,-1.058835306999999
mp-25317,Li3(CuO2)2,-1.565031964444443
mp-540724,Fe4Cu2S7,-0.48235604673076804
mp-1188871,Pr2Cu2O5,-2.436560420925926
mp-1343555,Ca2Cu2O5,-1.9446484444444452
mp-1374069,Zn2Cu2O5,-1.018444771666667
mp-1443565,Mg2Cu2O5,-1.601114056666666
mp-21025,Nd2Cu2O5,-2.454337211666667
mp-21129,Sr2Cu2O5,-1.942848560555556
mp-5696,La2Cu2O5,-2.524493586666667
mp-754173,Sm2Cu2O5,-2.470541233888888
mp-1041631,Mg(CuO2)2,-1.494367904285713
mp-1047601,Zn(CuO2)2,-1.085974100357143
mp-1047649,Ca(CuO2)2,-1.685942110714286
mp-1181643,Cu2PO5,-1.3809130565178571
mp-1197751,Cu2AsO5,-1.2218994009375
mp-1203235,Cu2PO5,-1.685316941830358
mp-1041779,Zn(CuO2)2,-0.9614855357142851
mp-1041784,Mg(CuO2)2,-1.35087460642857
mp-1041793,Ca(CuO2)2,-1.531259364285713
mp-1101698,NaCu2O3,-1.184488391896551
mp-20334,CoCu2O3,-0.9811618024999991
mp-27226,MgCu2O3,-1.588865911666667
mp-3255,SrCu2O3,-1.682521740833333
mp-7466,CaCu2O3,-1.7233251491666661
mp-753181,SrCu2O3,-1.672331523333333
mp-754010,ZnCu2O3,-1.128759614166667
mp-754978,CdCu2O3,-1.037747357499999
mp-1219443,Sc2Cu2O5,-2.514691288333333
mp-2224818,Mg(CuS2)2,-0.6379055007142851
mp-2227941,Mg(CuS2)2,-0.6056493921428561
mp-772337,Cr3(CuO6)2,-1.273998420441176
mp-851127,Cu2(SO4)3,-1.4055562280147051
mp-1191807,Cu2ClO3,-0.6569627533333331
mp-1192902,Tl2Cu2S3,-0.432277426666668
mp-1196064,Cu2BO6,-0.9482138293518511
mp-1376412,Mg(CuO2)2,-1.366805424642856
mp-1378814,Ca(CuO2)2,-1.531009477142856
mp-18162,Li(CuO)2,-1.232197091666666
mp-23481,Cs3Cu2I5,-1.199703301896553
mp-30133,Ba(CuTe)2,-0.8928087441666661
mp-4473,Ba(CuSe)2,-1.070468024437499
mp-505090,Na(CuO)2,-1.1225372807758611
mp-510475,Y2Cu2O5,-2.575295285277777
mp-569764,RbCu2I3,-0.7926704116666661
mp-582024,Cs3Cu2Cl5,-1.547970491000001
mp-582423,Cs3Cu2Br5,-1.473205681896549
mp-5970,Ba(CuS)2,-1.126581507999994
mp-762270,Li2Cu2F5,-2.26660666537037
mp-771141,Dy2Cu2O5,-2.606500443703702
mp-867590,LiCu2F5,-2.062520146145832
mp-1047355,Mg(CuO2)2,-1.404996223571428
mp-1047358,Ca(CuO2)2,-1.5328248114285712
mp-1047362,Zn(CuO2)2,-1.010556833571428
mp-1103650,RbCu2I3,-0.788054049583336
mp-1180180,RbCu2I3,1.111634711249999
mp-1188268,K3(CuO2)2,-1.3636930051944431
mp-1189416,Cr(CuO3)2,-1.025200182777778
mp-1211191,Mn6Al31Cu2,-0.16429056416887602
mp-1213794,CeCu2Si,-0.45212885135414904
mp-23017,CsCu2Br3,-1.063013854942529
mp-23065,CsCu2Cl3,-1.097189427916667
mp-23431,CsCu2I3,-0.8082268882758621
mp-29828,K2Cu2Te5,-0.640836125314814
mp-567644,RbCu2Br3,-1.048001235416665
mp-752721,LiCu2F5,-2.123371035833331
mp-1069287,Nd2CdCu2,-0.25597573299999504
mp-1226137,Cu2HgI4,0.9150045682142841
mp-2647066,Zr2AlCu2,-0.29537122000000005
mp-5938,SrCu2O3,-1.682506647500001
mp-754631,NaCu2O3,-1.140332112729885
mp-673698,Cu2HgI4,-0.19484759821428602
mp-27804,Rb3Cu2Cl7,-1.611625493958334
mp-1223260,La(Al5Cu)2,-0.22615622128204801
mp-1226484,Co(CuO3)2,-0.48631367555555505
mp-8806,Sr2Cu2O3,-1.527879442142857
mp-1215132,Ba(CuP)2,0.14957822864285703
mp-23516,Cu2Cl2O,-0.905617826999999
mp-28491,Cu2SO4,-1.269847122499999
mp-568474,Ba(CuP2)2,-0.46465449765306405
mp-754084,Cu2OF2,-1.433026519999999
mp-1093585,LiCu2Ni,1.9028531444444452
mp-1093606,ScCu2Hg,1.479297440625
mp-1093617,Cu2PtAu,2.06308307
mp-1093618,Cu2AgAu,1.655287159583334
mp-1093679,TiGaCu2,2.073188159791667
mp-1093709,ScCu2Ag,1.873572642916665
mp-1093832,CdCu2Rh,2.037704399999999
mp-1093846,HfGaCu2,2.372435868125
mp-1095760,MnGaCu2,1.7181591630931852
mp-1095863,MgInCu2,1.3506261520833331
mp-1095918,YGaCu2,1.8567447156249992
mp-1095936,AlZnCu2,1.4313631325
mp-1095960,MgCu2Pt,1.90592193375
mp-1096015,ZrScCu2,2.683685721249999
mp-1096137,ZrGaCu2,2.271018945624999
mp-1096189,LiInCu2,1.241889755666667
mp-1096223,TiBeCu2,2.410705400416666
mp-1096264,ZrCu2Ag,2.312413409583333
mp-1096358,TiCdCu2,1.956041586302083
mp-1096472,MgGaCu2,1.353578881874999
mp-1096527,LaYCu2,2.17245691375
mp-1096539,ZnCu2Au,1.3606876925
mp-1096568,LiCu2Au,1.431044019166666
mp-1096640,MgZnCu2,1.24680516125
mp-1096671,LiCu2Pd,1.759473418333332
mp-1096676,ZrCu2Au,2.209308235
mp-1096697,YAlCu2,1.966611447672725
mp-1096711,YCdCu2,1.73788008
mp-1097050,YMgCu2,1.8863210262499992
mp-1097075,ScTlCu2,1.7746371729166621
mp-1097098,CaLaCu2,1.797636788125002
mp-1097145,MgTiCu2,2.106172287916667
mp-1097197,LiZrCu2,2.214501184166667
mp-1097277,YScCu2,2.295052276249999
mp-1097290,Cu2PdPt,2.376973222500005
mp-1097463,LiZnCu2,1.311231149166666
mp-1097507,HfMgCu2,2.333154493750001
mp-1097572,TiCu2Au,2.061190266666667
mp-1097598,ZnGaCu2,1.266505183125
mp-1097607,LiBeCu2,1.6550350604166661
mp-1097610,HfCu2Au,2.293873482500001
mp-1097652,MgScCu2,1.87437018
mp-1176511,Mg11Cu2O13,-2.6706276011538472
mp-1207797,Y3Ga9Cu2,-0.484913577678573
mp-30472,Ca2GaCu2,-0.292262311999999
mp-757285,Cu2Ni11O13,-1.030208711346152
mp-1041494,Mg(CuO2)2,-1.400990008571428
mp-1041554,Zn(CuO2)2,-1.016352088571428
mp-1041593,Ca(CuO2)2,-1.365962939999999
mp-28235,Tl(CuO)2,-0.8302822606666691
mp-1222709,Li3(CuO2)2,-1.5847087977777772
mp-1224520,Hf3(Ga2Cu)2,-0.403299152222221
mp-1225660,Dy3(Ga2Cu)2,-0.638137767222221
mp-1228719,Al37(Fe6Cu)2,-0.325392666470587
mp-1325263,Ca(CuO2)2,-1.454699991785714
mp-1351757,Zn(CuO2)2,-1.110771055892857
mp-1353216,Mg(CuO2)2,-1.419566303035713
mp-1355803,Zn(CuO2)2,-1.031575218095238
mp-1355848,Mg(CuO2)2,-1.415186573095238
mp-1444917,Mg(CuO2)2,-1.288000487142856
mp-1446283,Ca3(CuO3)2,-2.158963377272726
mp-1545909,Cu2HgI4,-0.444352300357143
mp-2227710,Mg(CuO)2,-1.415298462999999
mp-2911771,Eu5CdCu2,-0.145848060624999
mp-762266,Li2Cu2F7,-2.222031335757586
mp-1147637,La2Cu2O5,-2.537762702222222
mp-1047251,Zn(CuO2)2,-1.079632912857142
mp-1047277,Mg(CuO2)2,-1.4535638621428562
mp-1047437,Ca(CuO2)2,-1.7102426450000001
mp-1101476,Pr(CuO2)2,-2.00708346452381
mp-1213539,Cu2SiP4,0.46104240595870705
mp-1252148,Al(CuO2)2,-1.618746965714285
mp-15186,Er(CuO2)2,-2.092032177857141
mp-20707,Gd(CuO2)2,-2.04540121857143
mp-22618,Y(CuO2)2,-2.061175068571454
mp-28789,Na4Cu2S3,-0.9756267914463591
mp-4371,Nd(CuO2)2,-2.023716916785714
mp-752451,Zn(CuO2)2,-1.079197937857143
mp-754220,Tm(CuO2)2,-2.098162528571428
mp-754674,Lu(CuO2)2,-2.099375442380951
mp-755805,Sc(CuO2)2,-1.982464174285712
mp-768225,Cu2NiO4,-0.9094681228571421
mp-772099,Cd(CuO2)2,-1.080805735714285
mp-9416,La(CuO2)2,-2.044481595
mp-9417,Sm(CuO2)2,-2.047060307142881
mp-9418,Eu(CuO2)2,-1.806413884285714
mp-9420,Dy(CuO2)2,-2.08190569238095
mp-9421,Ho(CuO2)2,-2.085447309285714
mp-10519,Cu2SnS3,-0.40985730807291704
mp-1120816,Cu2SeS3,-0.034292619381943
mp-11658,Cu2SnSe3,-0.34155045919791305
mp-1191849,Cu2SnSe3,-0.340616080447913
mp-1200177,Cu2SnSe3,-0.34178450128124604
mp-1225839,Cu2SiS3,-0.51409364001409
mp-15252,Cu2GeS3,-0.573292520416664
mp-15895,Cu2SiS3,-0.530609594180757
mp-15896,Cu2SiSe3,-0.5171899661718741
mp-2759992,LiCu2F7,-1.9168636306666662
mp-674953,Cu2GeTe3,-0.119006410833333
mp-675120,Cu2SiTe3,-0.10950630083333301
mp-675880,Cu2SnTe3,-0.17230904533333002
mp-677105,Cu2GeSe3,-0.48073083867187305
mp-1404968,CaCu2F8,-2.261940485454545
mp-1215384,Zr3TiCu2,-0.11635546888888901
mp-1228962,Al2Cu2Ni,-0.282570755166659
mp-1095367,MgCu2AsO7,-1.399096871590909
mp-1097047,FeCu2BO5,-1.616973352685185
mp-1176760,LiCu2PO4,-1.855989430997024
mp-1176764,LiCu2PO4,-1.852614963809523
mp-1176768,LiCu2PO4,-1.8580722053720231
mp-1176771,LiCu2C2O7,-1.488390048194444
mp-1177736,Li3Cu2Ni5O12,-1.203098983787879
mp-1216874,V2Cu2BiO8,-1.647439529999999
mp-1222038,MgCu2(PO4)2,-2.259736336483516
mp-1239123,TaCr3(CuS4)2,-0.928451038023808
mp-1239178,TaCr3(CuS4)2,-0.766071078380951
mp-1239212,NbCr3(CuS4)2,-0.751626136428571
mp-1239226,TaCr3(CuS4)2,-0.759882766238094
mp-1239235,NbCr3(CuS4)2,-0.757713808214285
mp-1239273,NbCr3(CuS4)2,-0.9088581621428571
mp-1344825,Sr9Zn3(CuO7)2,-2.416175767857143
mp-1345598,Ca5Cu2(IrO6)2,-2.137889128095238
mp-1346917,Zn3Cu2(AsO4)4,-1.4903446624
mp-1374622,Ca5Cu2(RhO6)2,-2.111727156190475
mp-2217336,Sm2Mg(CuO3)2,-2.488481284999999
mp-2218297,MgCu2(WO4)2,-1.856842060384615
mp-2228672,MgMn4(CuO4)2,-1.753176028448276
mp-2232035,MgCu2(IO3)4,-0.9541737507894731
mp-2232139,MgCu2(SO5)2,-1.615130286
mp-2232158,Dy4Mg(CuO4)2,-3.068481374111109
mp-2232486,MgCu2(SO5)2,-1.602186038666666
mp-2240692,MgV2(CuO3)2,-1.995748833181819
mp-2240837,MgCu2(MoO4)2,-1.754591126538462
mp-2241354,MgCr4(CuS4)2,-0.907607542999999
mp-25293,Li3Cu2(WO4)4,-1.9727829080000001
mp-755366,LiCu2PO4,-1.840166185372023
mp-757077,Li2Cu2Si8O19,-2.790545232634409
mp-758620,LiCu2(CO3)3,-1.49397584488889
mp-760546,LiCu2(CO3)2,-1.530070213939395
mp-773136,LiCu2PO4,-1.852504445059524
mp-779588,LiCu2PO4,-1.8554732381845231
mp-1205241,Ba14In4Cu2N7,-0.45153496098765405
mp-1216344,VGa(CuO2)2,-1.7634390084375
mp-1216916,TiCu2NiO4,-1.585434457916667
mp-1225946,Cu2NiSnO4,-1.343353608749999
mp-1239163,TaCr3(CuS4)2,-0.9016410448095221
mp-1239222,NbCr3(CuS4)2,-0.8798377478571421
mp-1239231,TaCr3(CuS4)2,-0.9121684319523801
mp-2210685,NaMgCu2O3,-1.435367153054187
mp-2217378,MgCu2(SiO3)2,-2.166804807727272
mp-2217428,MgCu2(PdO2)2,-0.764383888333332
mp-2224183,MgCu2(PdO2)2,-0.756193467222221
mp-2230566,MgCu2(SbO3)4,-1.679277813947368
mp-2239972,MgCu2(GeO3)2,-1.646452726818182
mp-1218159,SrNd2(CuO3)2,-2.5769067122727263
mp-1225911,La5Al15Cu2Au3,-0.5903970446
mp-1226656,CeCu2SiGe,-0.535204604999999
mp-1191148,SrCu2(BO3)2,-2.291657395757575
mp-1239164,NbCr3(CuS4)2,-0.9109551078571421
mp-1239179,TaCr3(CuS4)2,-0.7896439258809521
mp-1239202,NbCr3(CuS4)2,-0.7759400574999991
mp-1239207,TaCr3(CuS4)2,-0.9223490287380941
mp-1239258,TaCr3(CuS4)2,-0.664533979095237
mp-14885,Rb2Cu2Si8O19,-2.86375621516129
mp-19949,Sc2Cu2Ge4O13,-2.3260445773809533
mp-22219,Fe2Cu2Ge4O13,-1.74779175904762
mp-26531,LiCu2P3O10,-2.212194657641369
mp-556177,Cs2Cu2Si8O19,-2.868689805622913
mp-559094,Cu2H3ClO3,-1.065993855416666
mp-560845,Cu2As4S3Cl2,-0.32200814755366103
mp-579536,CsCu2ICl2,-1.139822898275862
mp-617283,Cu2AsClO4,-1.187193590937501
mp-759704,Li2Cu2P4O13,-2.302439253344672
mp-2217227,MgFe2(CuS2)2,-0.461147740555555
mp-2217276,MgFe2(CuS2)2,-0.41432779499999906
mp-2226887,MgCu2WS4,-0.5499052131249981
mp-2227108,MgCu2WS4,-0.6040999893749981
mp-628568,FeCu2SnS4,-0.579823659374999
mp-1208694,TaIn(CuSe2)2,-0.378471675760419
mp-1330795,CaCu2(Si2O5)4,-2.841824415161291
mp-560766,Ba4Nd2Cu2O9,-2.71570175882353
mp-636383,Ba4Sm2Cu2O9,-2.737019890000001
mp-1226266,Cr6Cd(CuO6)2,-1.89271619142857
mp-1232334,Sr3Cu2(OF)4,-2.5819020938461543
mp-2224825,MgCr4(CuS4)2,-0.7566915763333321
mp-2228618,MgV4(CuS4)2,-0.8616163816666661
mp-2232401,MgCr4(CuO4)2,-1.345954426333333
mp-1078269,Sr2UCu2S5,-1.5959342237499992
mp-1078441,Ba2UCu2Se5,-1.506168162171873
mp-1101915,Li2Cu2TeO6,-1.528013976666666
mp-1103698,KCu2(SO5)2,-1.497593196816666
mp-1103905,NaCu2(SO5)2,-1.456309360425287
mp-1103918,Cu2Se2NO10,-0.325155659979167
mp-1104157,Cu2Ag(SeO5)2,-0.824965289756944
mp-1104573,RbCu2(SeO5)2,-1.086957332145833
mp-1104602,Cu2Ag(SO5)2,-1.225662482444444
mp-1105161,TlCu2(SeO5)2,-0.944552308534722
mp-1181656,Cu2H3ClO3,-1.064503140972222
mp-1204427,Cu2Bi8Pb6S19,-0.6576931637857131
mp-1206020,K2Ce(CuS2)2,-1.407019940499998
mp-1207399,Zr3Tl2(CuSe4)2,-1.207891505694445
mp-1207410,Zr3Tl2(CuS4)2,-1.365839721777777
mp-1210264,NaCu2(SeO5)2,-1.043894870404454
mp-1211371,NaCu2H3O10,-0.8048284778205811
mp-1213371,Cu2As2PbO10,-1.180808007666667
mp-1216431,VCr(CuO2)2,-1.818342671874999
mp-12860,Na3Cu2SbO6,-1.590456467844826
mp-2217264,Na2Mg(CuO2)2,-1.408602827528735
mp-2218649,MgCu2(TeO4)2,-1.377542416794871
mp-2219125,MgV2(CuO4)2,-1.977764394230769
mp-2219905,MgCu2(SeO4)2,-1.105836774591345
mp-2222768,Ba2Mg(CuO2)2,-1.847760462777778
mp-2226815,MgAl4(CuO4)2,-2.361936588333334
mp-2228558,MgMn3(CuO4)2,-1.731124728485222
mp-572625,Cs3SrCu2C7(SN)7,-0.5004683289431671
mp-1214598,Ba2NdDyTi2Cu2O11,-3.0423254347807
mp-1214744,Ba2Ca2TbTi3(CuO7)2,-3.019091488194444
mp-1214757,Ba2CaSm2Ti3(CuO7)2,-3.102377936249999
mp-1214800,Ba2Ca2EuTi3(CuO7)2,-2.937795665625
mp-2232323,Ba2NdMgNb(CuO4)2,-2.415328997499999
mp-2232379,Sr2SmMgTa(CuO4)2,-2.446582755822222
mp-2232457,Ba2LaMgTa(CuO4)2,-2.484123045155555
mp-2240990,Sr2GdMgCu2RuO8,-2.091187963666665
mp-1214747,Ba2Ca2NdTi2(CuO6)2,-2.9281302573412713
mp-1196454,Cu2H13C2S2NO11,-1.049893611330644
mp-1199501,Na12MnCu2H16(SO4)8,-1.694923831682856
mp-1204475,RbCu2H2C3N3O,-0.357483514166666
mp-1219942,Sr2YCu2BiPbO8,-2.248471217666666
mp-1202117,LiCu2BP2(HO5)2,-2.088338702738095
mp-709921,Cs2Na4Cu2Si12H4O31,-2.703210352815048
mp-1199484,LiCu2BP2(HO5)2,-2.103776531904762
mp-1213451,Cu2Si3H24C8(N10F9)2,-1.218147629333332
mp-774726,Cu2H26C6S7N12O5,-0.4510341425
mp-1235043,Ba2LiSmCoCu2O7,-2.1093099780952382
mp-1235322,Ba2LiSmCoCu2O7,-2.092752531666666
mp-1235388,Ba2LiSmCoCu2O7,-2.033638073095237
mp-1235462,Ba2LiSmCoCu2O7,-2.037719531666667
mp-1235744,Ba2LiSmCoCu2O7,-2.032924880238095
mp-2228604,Sr2YMgTlCu2O7,-2.169004911666667
mp-2229452,Sr4MgMn2Cu2(SO3)2,-2.05350840622718
mp-2241473,Ba2YMgTlCu2O7,-2.060697682380952
mp-1202476,Cu2H6Pb5C(SO7)3,-1.616814959999999
mp-1218869,Sr2Cu2RuPb2ClO8,-1.7832774887499991
mp-1228449,Ba2TaCu2Pb2ClO8,-2.254352243583333
mp-1228495,Ba2NbCu2Pb2ClO8,-2.179449989374999
mp-2228476,Sr2YMgTlCu2O7,-2.025423793095238
mp-2232363,Ba2NdMgNb(CuO4)2,-2.494438470166666
mp-2232472,Ba2LaMgTa(CuO4)2,-2.5709205971555553
mp-1218533,Sr3LaCu2HgBiO10,-2.136123219861112
mp-1218876,Sr2Ce2YCoCu2O11,-2.782901580526315
mp-2228384,NaMgCu2H2(SeO5)2,-1.4114641746426
mp-1218732,Sr7Cu2HgBiSbO15,-2.332822416018518
mp-1209124,Sr2CaCu2Bi2IO8,-1.9601515587499998
mp-1227445,BaSrNdTlCu2O7,-2.199928214294871
mp-1227606,BaSrYTlCu2O7,-2.222204291410257
mp-1235047,Ba2LiSmCoCu2O7,-2.034962607380952
mp-2228359,MgTl2Cu2H2(SeO5)2,-1.199081159939694
mp-2231615,MgTl2Cu2H2(SeO5)2,-1.255954159413378
mp-2231619,MgZn2Cu2H6(ClO3)2,-1.30426513486842
mp-2227600,Sr3MgFe2Cu2Se2O5,-1.612458753645833
mp-2231110,Ba2Nd2MgCu2(BO5)2,-2.532936753070174
mp-1218883,Sr2CeEuCu2RuO10,-2.427922039705882
mp-1227763,BaSr2Y2Cu2PtO10,-2.536334781111111
mp-1235688,RbLiCu2H3(SO5)2,-1.611312544188596
mp-1235974,RbLiCu2H3(SO5)2,-1.6353622005043862
mp-1236071,RbLiCu2H3(SO5)2,-1.634150834188596
mp-2231705,Cs2MgTi2Cu2(OF5)2,-3.021204501104054
mp-1233800,CaCu2B2H8(ClO4)2,-1.638630129057971
mp-1234759,MgCu2B2H8(ClO4)2,-1.544353226666666
mp-1236222,LiCu2B2H8(ClO4)2,-1.5501493526811592
mp-42805,KCu2H20N3(Cl2O)4,-1.013325050453947
mp-1228548,Ba2CaTb2Ti3(CuO7)2,-3.127507638888888
mp-1228757,Ba2CaEu2Ti3(CuO7)2,-2.9885513925000002
mp-2228464,Sr2YMgTlCu2O7,-2.064752270238096
mp-2230196,Ba2Tb2MgTi2Cu2O11,-2.8113342844999982
mp-2241433,Sr4MgMn2Cu2(SO3)2,-2.008525810933062
mp-1235507,BaSrLiNdTlCu2O7,-2.038731844940476
mp-1235732,BaSrLiNdTlCu2O7,-2.121439723511904
mp-1235195,BaSrLiNdTlCu2O7,-2.071260073511904
mp-1235341,BaSrLiNdTlCu2O7,-2.031328623511905
mp-1235631,BaSrLiNdTlCu2O7,-2.101802224226191
mp-1235697,BaSrLiNdTlCu2O7,-2.10788720279762
mp-1236476,BaSrLiNdTlCu2O7,-2.066622278511905
mp-1212142,KCu2H2C2BrN2O,-0.571500215886363
mp-1229095,Ba2CaCeGd2Ti2(CuO7)2,-3.159962158611109
mp-20683,Cu3Se2,-0.189889615625
mp-1225731,Cu3S2,-0.15241297145833202
mp-1078576,Cu3N,0.5292564149999991
mp-1203286,Cu3N,0.5409906518749991
mp-1225751,Cu3Pd2,-0.106051114999996
mp-672265,Cu3Pd,-0.099534913571428
mp-622570,Ti2Cu3,-0.127568277666665
mp-1022728,Cu3O2,-0.603458745999999
mp-1184001,GaCu3,-0.098120255000001
mp-1184011,Cu3Ag,0.09037492083333301
mp-1184028,Cu3Rh,0.038867449999999006
mp-1184704,HfCu3,-0.089767235
mp-1185856,MgCu3,-0.023268631249999002
mp-1225717,Cu3N,0.38914827374999905
mp-30599,Ti2Cu3,-0.089345638666665
mp-862658,LiCu3,-0.011274624166665002
mp-972828,Cu3Si,-0.038787216250000006
mp-973092,ScCu3,-0.145604581249999
mp-982381,NaCu3,0.31586984836206905
mp-1225746,Cu3N,0.514453951250001
mp-7540,Cu3P,0.000813644255952
mp-14012,Cu3P,-0.032591929077380004
mp-359,Cu3P,0.009897511130953001
mp-7634,Cu3As,0.068055787083331
mp-8066,Cu3As,0.07952983499999701
mp-1215529,ZnCu3,-0.020386817499999002
mp-7463,Cu3P,-0.03335383907738
mp-1215518,ZnCu3,-0.021427164999999002
mp-1225736,Cu3Sb,0.321819658749999
mp-1225745,Cu3Ge,0.140930454999999
mp-1183114,AcCu3,-0.059555694374999
mp-1183216,AlCu3,-0.1994387025
mp-1183996,Cu3F,-0.222747108749997
mp-1184017,Cu3As,0.05630921562499901
mp-1184021,Cu3Ge,0.022350810000000002
mp-1184026,Cu3Ru,0.27275331625000004
mp-1184027,Cu3Rh,0.045626923749999
mp-1184444,FeCu3,0.18125080000000002
mp-1184858,InCu3,0.0009245937499990001
mp-1185338,LiCu3,-0.0028694404166650003
mp-1188040,ZrCu3,-0.0777720325
mp-13138,Cu3Sn,0.036009035000001
mp-863677,PmCu3,-0.11739821312499901
mp-865798,GaCu3,-0.101989799999999
mp-867317,Cu3Si,-0.046226852500000006
mp-974747,MnCu3,0.09274921801724101
mp-1966,Cu3As,0.0029220999999990003
mp-1008555,AlCu3,-0.19345201249999902
mp-1183623,CdCu3,0.080076639999999
mp-1183968,Cu3Cl,0.26798025687499905
mp-1183969,Cu3Sb,0.06653869375
mp-1183984,Cu3Te,0.137867280000001
mp-1183995,GaCu3,-0.096020452500001
mp-1184008,Cu3As,0.045452191875000006
mp-1185312,LiCu3,-0.005110394166665
mp-1185666,NaCu3,0.326066408362068
mp-12086,Cu3Pt,-0.16037678500000002
mp-13480,Cu3N,0.8018846112499991
mp-1933,Cu3N,0.19208041625000002
mp-2258,Cu3Au,-0.036564252500000005
mp-580357,Cu3Pd,-0.095113082499999
mp-1147673,Cu3O4,-0.7981339592857141
mp-1183970,Cu3W,0.44053180750000104
mp-1246900,Cu3As,0.138871823749999
mp-12777,AlCu3,-0.180917327499999
mp-2002,Cu3Sb,0.16304618875000002
mp-838,Cu3Sn,0.073573159999998
mp-865176,HfCu3,-0.088264962499999
mp-973100,ScCu3,-0.12813920374999901
mp-974058,LiCu3,0.014286865833334002
mp-1245680,Cu3As,0.05813082812499901
mp-12546,TiCu3,-0.09277989916666601
mp-12802,AlCu3,-0.20196853
mp-19724,Cu3Ge,0.012639846249999
mp-20900,Cu3Sb,0.063002086249999
mp-581786,Cu3Sn,0.033498218750001
mp-1190402,Y2Cu3,0.360209274000001
mp-1195862,Cu3Sn,0.026856782999999003
mp-1224953,FeCu3,0.10551225750000001
mp-1225698,Cu3Ni,0.05918841500000101
mp-1181754,Cu3As4,0.312334729999999
mp-1225758,Cu3N,0.344492103749999
mp-633403,Cu3As4,0.21477589214286102
mp-1178476,Cu3O4,-0.8364593778571411
mp-1225676,Cu3Te2,-0.046105823999999004
mp-680639,Cu3Pd,-0.098123459285714
mp-1100887,Y7(CuTe4)3,-1.341019050454545
mp-1102432,Cu3AsO7,-1.029764032954545
mp-1173106,Tb8Cu3Te16,-1.2514433361111301
mp-1173540,Sm31(CuSe16)3,-2.041381366432899
mp-1372695,Y7(CuTe4)3,0.6842996250000011
mp-675189,Ho7(CuTe4)3,-1.322382311136364
mp-675781,Cu3(Mo3S4)4,-0.6779221646774191
mp-676306,Dy7(CuTe4)3,-1.336061511590907
mp-676524,Tb7(CuTe4)3,-1.348216515454546
