material_id,formula,formation_energy_per_atom
mp-862656,ErAl3,-0.45782841633333005
mp-898,HoAl3,-0.463137868749998
mp-16480,Al3Au8,-0.28178494340909804
mp-1025223,Hf4Al3,-0.44648299857142804
mp-12752,Zr4Al3,-0.51850827
mp-1178742,Y5Al3,-0.32316800177083305
mp-1178983,Ta5Al3,-0.18126332913332902
mp-2044,Zr5Al3,-0.400025199124996
mp-2361,Hf5Al3,-0.34032690062499704
mp-1039119,MgAl3,0.025411212500000002
mp-11232,YAl3,0.472421888749998
mp-1183180,Al3P,0.06645275050595201
mp-1184171,ErAl3,-0.46033289458333104
mp-1184638,HoAl3,-0.47123678750000003
mp-1186809,PuAl3,-0.403848118437498
mp-1187755,UAl3,-0.210392372499999
mp-1188814,Al3Ru,-0.43394595233333505
mp-12553,PrAl3,-0.484099906666665
mp-1306,ThAl3,-0.43703121999999706
mp-1389,PuAl3,-0.39277699864582805
mp-16513,NdAl3,-0.49270663437499806
mp-2294,Al3Ir,-0.7665281825000001
mp-567305,CeAl3,-0.45864147125000004
mp-569981,DyAl3,-0.47028015312499705
mp-862617,AcAl3,-0.40891574812500003
mp-862844,PaAl3,-0.28586308999999904
mp-862980,PmAl3,-0.49918408437499906
mp-864995,DyAl3,-0.48056081874999806
mp-865411,GdAl3,-0.454503636249999
mp-865527,YAl3,-0.47452011250000004
mp-867232,TbAl3,-0.48873532374999906
mp-867870,SmAl3,-0.49444112125000006
mp-959,LaAl3,-0.48935344749999904
mp-973539,LuAl3,-0.428662650416663
mp-977216,NpAl3,-0.33972562843749904
mp-979040,TmAl3,-0.45383418499999906
mp-984873,Al3Fe,-0.154061757499999
mp-1190736,Ca8Al3,-0.176105388181817
mp-1180309,Mn2Al3,-0.245703806672413
mp-1007730,HfAl3,-0.410446804999999
mp-1008554,Al3V,-0.205302369999998
mp-10890,LiAl3,-0.09328981916666601
mp-10907,PuAl3,-0.36157300468750003
mp-11231,YAl3,-0.43952992750000003
mp-1183127,Al3Pd,-0.35171515406250003
mp-1183129,Al3As,0.050127136875001005
mp-1183130,Al3Ag,0.047100010124999
mp-1183131,Al3Sn,0.158353866249999
mp-1183140,Al3Cd,0.1368252375
mp-1183161,Al3Cu,-0.06324690249999901
mp-1186098,NaAl3,0.166475473362068
mp-1186855,TbAl3,-0.45562231499999906
mp-1259,YbAl3,-0.451476316249998
mp-1723,UAl3,-0.264968751249998
mp-1877,HoAl3,-0.455262071249999
mp-2121,ScAl3,-0.479127356249999
mp-2134,ErAl3,-0.45235782583333106
mp-2573,NpAl3,-0.30263384468749804
mp-2805,LuAl3,-0.43727457416666404
mp-567589,DyAl3,-0.45651819124999804
mp-569775,ZrAl3,-0.5096497962500001
mp-570409,PrAl3,-0.395601976666664
mp-768,TmAl3,-0.451976679999999
mp-973865,PaAl3,-0.24641417249999903
mp-983584,Al3Tl,0.284703616666664
mp-983585,Al3Zn,0.036298491249999
mp-983594,Al3Ga,0.0434441775
mp-998981,TiAl3,-0.41083221666666603
mp-1200220,Al3Ir,-0.6682274303124981
mp-1039180,MgAl3,0.092860188749999
mp-1183138,Al3H,0.38853222406249904
mp-1255847,NaAl3,0.22342497086206903
mp-1217027,TiAl3,-0.278687636666667
mp-1482,Zr2Al3,-0.5809886159999991
mp-846,Hf2Al3,-0.48079304500000103
mp-1501,Al3Pt5,-0.9792966056250021
mp-16523,Al3Pd5,-0.857533224374996
mp-622209,Al3Ni,-0.418775703125
mp-2047851,NpAl3,-0.3581508809375
mp-16514,Al3Ni5,-0.563250544999998
mp-1228562,Al3GeW2,-0.108123527055552
mp-1216892,U2Al3Cu7,-0.079435357499998
mp-1223301,La2Al3Cu7,-0.345282135833331
mp-1069375,NdAl3Cu,-0.518551503499999
mp-1069443,CeAl3Cu,-0.49259246200000106
mp-1069603,LaAl3Au,-0.6605854510000011
mp-1069825,PrAl3Cu,-0.5118632363333331
mp-1070063,CeAl3Au,-0.579720583999998
mp-1070573,LaAl3Cu,-0.5198575469999991
mp-1076933,GdAl3Cu,-0.48077337999999903
mp-1215459,YbAl3Au,-0.6037967909999991
mp-1218359,SrAl3Ag,-0.29725167699999905
mp-1219105,SmAl3Cu,-0.516801621999999
mp-1219803,PrAl3Ag,-0.410090092666667
mp-1224113,HoAl3Cu,-0.42391713699999806
mp-1225249,EuAl3Si,-0.33291632600000304
mp-1226619,CeBeAl3,-0.312994214999999
mp-1226650,CeAl3Ag,-0.34974247633333205
mp-1226791,CaAl3Au,-0.550265749999997
mp-1219263,Sm6Al3Fe11,-0.139740275500003
mp-1219995,Pr6Al3Fe11,-0.10837308549999901
mp-1220621,Nd6Al3Fe11,-0.12337030899999901
mp-1223390,La6Al3Fe11,-0.121115257499999
mp-1228022,Ce6Al3Fe11,-0.11357848774999801
mp-1228467,Al3FeSi2,-0.20883508083333302
mp-541732,Al3Pb5F19,-3.150128730462936
mp-1220675,Nb2(AlGa)3,-0.413397511249999
mp-1228605,Al3(MoS2)8,-0.8686606361851821
mp-1215933,YAl3Ag,-0.39580244485333205
mp-1217573,TbAl3Ag,-0.353569573666665
mp-1222880,LaBeAl3,-0.252044398
mp-1226634,CeAl3Pd,-0.621950383833342
mp-1226648,CeAl3Pt,-0.703615607999998
mp-1226654,CeAl3Cu,-0.41092022800000005
mp-12004,Er2Al3Si2,-0.569591645238095
mp-12005,Tm2Al3Si2,-0.565788572857142
mp-1207111,Mg2(AlSi2)3,0.25817886909090804
mp-1207132,Mg2(AlSi2)3,0.230925759090909
mp-1215372,Zr4NbAl3,-0.37814431062500004
mp-1224112,Ho8(AlGe3)3,-0.722412820749998
mp-3194,Tb2Al3Si2,-0.5871108628571421
mp-3328,Ho2Al3Si2,-0.577433002857144
mp-3513,Dy2Al3Si2,-0.583507309999999
mp-9177,Y2Al3Si2,-0.5741434414285721
mp-1224506,Hf(AlNi4)3,-0.4456130586875
mp-1228921,Al3Ni2Pt,-0.7399057316666651
mp-1228973,Al3ZnCr8,-0.035774000000001
mp-1229029,Al3Ni9C,-0.34921071442307805
mp-1229039,Al3ZnNi12,-0.353053207499999
mp-541849,Al3(BRu2)2,-0.6468797016666671
mp-1190521,Y5Al3C4,-0.3787275525
mp-24822,Na5Al3H14,-0.24550733465909003
mp-4752,Na5Al3F14,-3.5173196765909083
mp-679951,Ba17Al3O7,-1.454806952962963
mp-29066,Al3Fe2Si3,-0.32133712531249903
mp-1213348,Er6Al3Si,-0.463407909166662
mp-17652,Tb6Al3Si,-0.467453344375005
mp-557911,Al3Pb5F19,-3.129961640277751
mp-1228473,Al3GePd4,-0.7834801931249981
mp-1228485,Al3CrO6,-3.147947862999999
mp-1228909,Al3SiPd4,-0.823905626874999
mp-1178115,LaAl3O6,-3.5141365565
mp-768572,YAl3O6,-3.5086665855
mp-28714,Dy(AlCl4)3,-1.8984446363541672
mp-29796,Ho(AlCl4)3,-1.8941276346875
mp-29844,Tb(AlCl4)3,-1.902252308958332
mp-570857,Y(AlCl4)3,-1.8975643108333342
mp-1209201,Sm(AlBr4)3,-1.7313508394791661
mp-1214275,Ce(AlBr4)3,-1.7222087931249992
mp-28757,Nd(AlBr4)3,-1.7408773494270822
mp-567874,Pr(AlBr4)3,-1.742100152812498
mp-568896,La(AlBr4)3,-1.7695752034375
mp-1215611,Yb8Al3Ga,0.362589723333333
mp-1228359,Ba5Al3Cu2,0.109208046999999
mp-1215737,Zr2Al3C4,-0.401408952222221
mp-608080,Al3(PO4)4,-2.641377338742236
mp-1106052,Dy2Al3Fe14,-0.11257880649122701
mp-1106291,Pr2Al3Co14,-0.10240115103543
mp-1215442,Zr2Al3Zn,-0.5873724908333331
mp-1215477,Zr2Al3Ni,-0.581107719999998
mp-1215491,Zr2Al3Cr,-0.42469409616665804
mp-1215510,Zr2Al3Co,-0.5212570349999971
mp-1215843,Yb2Al3Ga,-0.586302245000001
mp-1215847,Yb2Al3Cu,-0.5223677200000001
mp-1216123,Y2Al3Fe,-0.39486186833333103
mp-1216582,U2Al3Si,-0.271906182291668
mp-1216716,U2Al3Ga,-0.267738166249998
mp-1216801,U2Al3Fe,-0.092475271666663
mp-1216810,U2MnAl3,-0.12143095465516901
mp-1217683,Tb2Al3Pt,-0.882064643749998
mp-1217686,Tb2Al3Co,-0.437675075555555
mp-1217687,Tb2Al3Fe,-0.39424592888888704
mp-1220320,Nd2Al3Ga,-0.5976885054166651
mp-1222342,Lu2Al3Fe,-0.415488330555553
mp-1223215,La2MgAl3,-0.39345728416666703
mp-1223802,Hf2Al3Zn,-0.500790564166668
mp-1223820,Hf2Al3Cu,-0.444173343333333
mp-1223828,Hf2Al3Ni,-0.586813046666667
mp-1224034,Ho2Al3Fe,-0.40199048666666404
mp-1224324,Hf2Al3Ag,-0.411147642499997
mp-1224327,Hf2Al3Au,-0.5988095116666631
mp-1225037,Er2Al3Ga,-0.593642697777779
mp-1225045,Er2Al3Co,-0.45715919666666505
mp-1225048,Er2Al3Cu,-0.461161614999999
mp-1225288,Dy2Al3Cu,-0.46233616388888804
mp-1225300,Dy2Al3Co,-0.44226326722222004
mp-1225310,Dy2Al3Fe,-0.397417413888886
mp-1225429,Eu2Al3Ag,-0.393477641249996
mp-1225452,Eu2Al3Ga,-0.47682150833333503
mp-1226882,Ce2Al3Fe,-0.33688572166666403
mp-1228939,Al3NO3,-2.851642502142858
mp-1190659,Eu2(AlAu2)3,-0.66169265409091
mp-1196964,Ba3Al3P5,-0.9240449513528131
mp-1203016,Ba3Al3As5,-0.882498852348484
mp-645282,Al3Bi5Br12,-1.1272806475000041
mp-646102,Al3Bi5Cl12,-1.472460161249999
mp-1079781,LiCaAl3,0.175401561666666
mp-1228599,Al3BC3,-0.23713364392857203
mp-1215717,Yb(AlC)3,-0.501165115714284
mp-1429387,Y(AlC)3,-0.27056727428571303
mp-567770,Zr2Al3C4,-0.235198005555553
mp-568155,U(AlC)3,-0.17870322285714102
mp-568400,Sc(AlC)3,-0.500590522142855
mp-8894,U2Al3C4,-0.16949308833333201
mp-1218857,Sr2Al3Ge,-0.33378059249999903
mp-1223244,La2Al3Ge,-0.650073346666668
mp-1225345,Dy4Al3Fe5,-0.217407218888885
mp-1215683,Zr10(AlSb)3,-0.650726246874999
mp-1224425,Hf10(AlSi)3,-0.5649101281249921
mp-1025102,CeAl3Pt2,-0.9723914549999981
mp-1025136,EuAl3Cu2,-0.37079765416667004
mp-11539,SmAl3Pd2,-0.9046129499999981
mp-1189515,LuAl3Ni2,-0.6959049972222211
mp-1189717,EuAl3Pd2,-0.754578290833333
mp-1190028,TmAl3Ni2,-0.654925670000003
mp-1206258,NpAl3Pd2,-0.6399809227083321
mp-1206289,PuAl3Pd2,-0.5981468064583311
mp-1208292,TbAl3Cu2,-0.49504437333333307
mp-1208327,TbAl3Ni2,-0.655207317222221
mp-1208873,SmAl3Ni2,-0.6360941424999981
mp-1212127,HoAl3Ni2,-0.651546777499998
mp-1212604,GdAl3Ni2,-0.644449127222223
mp-1212853,DyAl3Ni2,-0.6560490008333311
mp-1225214,EuAl3Ag2,-0.34761713916666703
mp-12734,NdAl3Pd2,-0.850864329583335
mp-13490,ErAl3Ni2,-0.661009991111109
mp-20338,CeAl3Ni2,-0.608201551666667
mp-22505,GdAl3Pd2,-0.8821796683333311
mp-2903,UAl3Ni2,-0.40576017666666503
mp-30181,PrAl3Ni2,-0.597241060277776
mp-30182,ThAl3Ni2,-0.6543779616666661
mp-30815,LaAl3Pd2,-0.886161825833333
mp-4561,UAl3Pd2,-0.614038081250001
mp-4785,CeAl3Pd2,-0.8546510016666651
mp-5063,YAl3Ni2,-0.653710698888882
mp-7186,NdAl3Ni2,-0.610513811249999
mp-1207406,Zr5Al3N,-0.8227287799351911
mp-1208344,Ta5Al3C,-0.407897673318517
mp-1212439,Hf5Al3C,-0.548985517654317
mp-1214915,Al3(V3C2)4,-0.616240705434781
mp-27568,Ba10Al3Ge7,-0.5052956942499991
mp-972176,Zr5Al3C,-0.595170857635802
mp-977347,Hf5Al3N,-0.769777044083339
mp-10900,U2Al3Os,-0.25355534749999703
mp-10911,Sc2Al3Ru,-0.6516289283333321
mp-1104050,Y(AlC)3,-0.28039572285714803
mp-1104636,Er(AlC)3,-0.312204245714286
mp-1104803,Dy(AlC)3,-0.45273018785714203
mp-1104806,Gd(AlC)3,-0.395696543571428
mp-1189539,Hf2Al3C5,-0.272413799166673
mp-1196730,Y2Al3Fe14,-0.11689433078947101
mp-1199551,Er2Al3Fe14,-0.133997626842104
mp-1204905,Y2Al3Co14,-0.185420519736842
mp-1205177,Ho2Al3Co14,-0.19580540473684102
mp-1207596,Yb(AlC)3,-0.501195158571428
mp-1211199,Li4(AlCu2)3,-0.195455340256409
mp-1214836,Al3BC3,-0.23412480369047403
mp-1217248,Ti2Al3Ni,-0.47945776777777704
mp-1220700,Nb2Al3Ir,-0.6278039591666691
mp-1223870,Hf2Al3Pd,-0.6895392691666681
mp-1224377,Hf2Al3Co,-0.48565504416666605
mp-1226835,Ce2Al3Ru,-0.523820690833332
mp-1228446,Al3BC,-0.202281617499998
mp-16490,Lu2Al3Co,-0.501053334722221
mp-2011402,U(AlC)3,-0.348283970714285
mp-2015224,U2Al3C4,-0.321150621666665
mp-4798,Sc(AlC)3,-0.500998362857142
mp-567748,Zr2Al3C4,-0.6250937844444431
mp-567849,Er2Al3Co,-0.488614176666666
mp-569218,Ba3Al3Ga2,-0.34317177062499804
mp-569326,Zr4(AlC2)3,-0.7534914796153851
mp-570156,Zr3Al3C5,-0.360772584545468
mp-570419,Zr3Al3C5,-0.7047076563636351
mp-570784,Hf2Al3C4,-0.64716877888889
mp-571402,Zr2Al3C5,-0.21333755174999502
mp-642493,Hf3Al3C5,-0.7435239459090891
mp-972049,Tb(AlC)3,-0.43824162928571303
mp-973586,Lu(AlC)3,-0.337989179523808
mp-973634,Ho(AlC)3,-0.29895053571429103
mp-979041,Tm(AlC)3,-0.490421312857141
mp-1029733,Sr3Al3N5,-1.316455246249999
mp-1029921,Ca3Al3N5,-1.430873635340908
mp-1193561,Al3(SiO5)2,-2.812717536
mp-1199889,Al3(PO8)2,-1.6388886066326531
mp-1247208,Mn3Al3N5,-0.520907114435737
mp-1247525,Ba3Al3N5,-1.0919423013636371
mp-1410367,Na7Al3O8,-0.9783609066475091
mp-556168,Na7Al3O8,-2.469318016369729
mp-558703,Al3Pb5F19,-3.145028351018492
mp-675084,Ca4Al3O10,-2.652592740294117
mp-1228632,Al3Cr20Si9,-0.051741407312498
mp-1019378,Al3GaN4,-1.409947991875
mp-1019380,Al3BN4,-1.361155477187498
mp-30134,Li8Al3Si5,-0.008507094791666
mp-1212582,Eu2Al3O8,-3.1897769542307692
mp-1214131,Ca2Al3O8,-2.958430313461538
mp-14378,Li12Al3Si4,-0.132159855789473
mp-505472,Al3(Ni10B3)2,-0.402885581896529
mp-505537,Al3(Co10B3)2,-0.23253419568965603
mp-1190708,Al3Fe2Si,-0.389890746666666
mp-1214851,Al3Co3Si4,-0.36298908950000003
mp-1219927,Pr2Al3Ag,-0.41806515583333204
mp-1219929,Pr2Al3Ge,-0.657810460555552
mp-1220328,Nd2Al3Ga,-0.5955440870833301
mp-1220330,Nd2Al3Ge,-0.661275530833333
mp-1223225,La2Al3Sn,-0.636868723333333
mp-1226862,Ce2Al3Sn,-0.415748575833332
mp-1228936,Al3WC4,0.540491742109376
mp-1228977,Al3W3C4,0.32898900378947904
mp-1247901,Al3(MoSe2)4,1.874654450499993
mp-1147717,YAl3Fe2,-0.07575954666666401
mp-1220751,Nb10(AlSi)3,-0.49004522008750206
mp-1215334,ZrAl3N4,-1.358537277500001
mp-1216639,U2(AlSi)3,-0.29528358937499904
mp-1216656,U2(AlSn)3,-0.124148665624998
mp-1220742,Nb12Al3Ga,-0.217647719552079
mp-1220748,Nb12Al3Ge,-0.19691067843750001
mp-1220944,Nb12Al3In,-0.1625848245625
mp-1229023,Al3SiMo12,-0.26885592218750504
mp-1229051,Al3NiMo12,-0.16694148187500302
mp-640340,Ca4MgAl3,-0.21141954781249903
mp-1217242,Ti20(AlSi3)3,-0.6598431304166661
mp-1228436,Al3GaN4,-1.425316268125
mp-1228603,Al3Ga3Ni10,-0.46855437249999904
mp-505229,Al3FeSi2,-0.23219943958333203
mp-1208898,SmAl3Ni,-0.585640099500018
mp-1214868,Al3(O2F)2,-3.290302959722222
mp-1214871,Al3Te3Br,-0.6372583432142851
mp-1229262,Al3(PO8)2,-1.603483541156462
mp-28693,Al3Te3I,-0.5306426749999991
mp-4054,YAl3Ni,-0.590546874999999
mp-645326,Al3Bi5I12,-0.7034518745
mp-675601,Al3NO3,-2.854581422142857
mp-1211232,LaAl3Ni2,-0.630392334999999
mp-569071,La5Al3Ni2,-0.399699551999999
mp-1105661,Tb2Al3Ge4,-0.5194793031481431
mp-1179976,Nd2Al3Ge4,-0.53570339273148
mp-1182255,Ca2Al3O8,-2.6640069015384613
mp-1188179,Er2Al3Ge4,-0.412034309999999
mp-1188696,Ho2Al3Ge4,-0.419657118888887
mp-1189097,Pr2Al3Ge4,-0.498371827592589
mp-1189494,Dy2Al3Ge4,-0.49408365074074106
mp-1190248,Sm2Al3Ge4,-0.466323014444442
mp-1190462,Gd2Al3Ge4,-0.46312799055555504
mp-18232,Ce2Al3Ge4,-0.46708660166666605
mp-669456,La2Al3Ge4,-0.548753113888889
mp-762236,Al3CrO6,-3.146080477999999
mp-1218865,Sr2Al3In,-0.293060894444443
mp-1199974,Al3Pb5F19,-3.144191888055529
mp-1197073,Ba5Al3F19,-4.071338076481481
mp-1208679,Sr5Al3F19,-4.066676867407407
mp-558775,Al3Pb5F19,-3.142488636759234
mp-1217033,TiAl3Ge,-0.146581511666666
mp-1181028,K3Al3Si3O16,-2.171296593669999
mp-1221194,Na4Al3FeO8,-2.635279114719828
mp-1224621,La20Al3Si9O52,-3.740091067500001
mp-1227210,Ca6Al3(Si4N9)2,-1.356357302857143
mp-1227241,Ca8Al3(FeO4)5,-2.782973514166665
mp-532803,YAl3(Si5N8)3,-1.38395061127907
mp-690136,Mg4Al3(HO)17,-1.9878308838109762
mp-705871,Ca7Al3Si10N21,-1.3299148131707321
mp-714664,Rb2NaAl3F12,-3.634519097854406
mp-1210830,Mn2Al3Si3O14,-2.77509425799373
mp-1214212,Ca2Al3Si3O13,-3.288430375476191
mp-542451,Rb2NaAl3F12,-3.646907238409961
mp-560176,K2NaAl3F12,-3.64101468504885
mp-1223371,La2Al3GaPd4,-0.8957534851250011
mp-1226834,Ce2Al3GaPd4,-0.7997751137499981
mp-1214293,Ca2Al3Si3O14,-3.058252558181817
mp-1180600,LiMg(AlH4)3,-0.189497738872549
mp-568785,NaAl3NiCl12,-1.839185802139959
mp-1223770,KAl3(SiO4)3,-3.044453803714913
mp-1197331,HoAl3(H3C)12,-0.170566960673076
mp-1208341,TbAl3(BO3)4,-3.249677253666666
mp-1208886,SmAl3(BO3)4,-3.242215852583333
mp-1212149,HoAl3(BO3)4,-3.250490423083333
mp-1212433,KAl3(P2O9)4,-1.7981929204040181
mp-1212741,EuAl3(BO3)4,-3.139319825083332
mp-1215069,Al3Co(PO4)4,-2.800954206711309
mp-1215146,Al3P8NO36,-1.4367579116071432
mp-556804,PrAl3(BO3)4,-3.230309770166666
mp-6535,NdAl3(BO3)4,-3.235679775958333
mp-1019731,EuAl3(BO3)4,-3.139404160583333
mp-1106277,ErAl3(BO3)4,-3.252176363833332
mp-1208321,TbAl3(BO3)4,-3.2506204706666653
mp-1208860,SmAl3(BO3)4,-3.2420914340833322
mp-1212105,HoAl3(BO3)4,-3.251167033583333
mp-1212827,DyAl3(BO3)4,-3.250951523916666
mp-1214839,Al3Bi(BO3)4,-2.936361278833333
mp-13516,TmAl3(BO3)4,-3.253034671833333
mp-15359,GdAl3(BO3)4,-3.239803282333334
mp-6062,YAl3(BO3)4,-3.244045756333333
mp-7337,NdAl3(BO3)4,-3.234371249708333
mp-1217823,Ta2Al3V4C3,-0.551698304659716
mp-1221239,Na4Al3Ge3O13,-2.499076439805098
mp-1221304,Na3Al3Si3O16,-2.431246359365516
mp-1221445,Na3Al3Ge3O16,-2.001641923965516
mp-560209,Li9Al3P8O29,-2.8696699927988343
mp-1106382,KAl3(SO7)2,-2.0001846536125
mp-1179134,SrAl3(PO7)2,-2.368454261464285
mp-1180189,NaAl3Cr2O14,-1.853652211068964
mp-1181915,CeAl3(PO7)2,-2.610833068964285
mp-1189579,NaAl3(SO7)2,-1.971617746318965
mp-1214482,BaAl3(PO7)2,-2.373993125464284
mp-12309,Cs2NaAl3F12,-3.653021051149425
mp-1246682,Mg2Al3MoS8,-1.321667652857142
mp-1246745,Mg2MnAl3S8,-1.350297870566501
mp-1247020,Mg2Al3CrS8,-1.390943683571427
mp-1247022,Mg2TiAl3S8,-1.47241379095238
mp-1247119,Mg2Al3VS8,-1.399433079999999
mp-1247155,Mg2Al3WS8,-1.265116464285713
mp-13634,Cs2LiAl3F12,-3.662050771257982
mp-1215156,Al3P3H7O12,-1.754567976307143
mp-1216888,U3Al3CoRh2,-0.50426701888888
mp-10209,Y3Al3NiGe2,-0.7345551466666661
mp-1080528,U3Al3NiRu2,-0.37022883444444205
mp-1095560,Zr3Al3Ni3H2,-0.6472235138636371
mp-1205920,Er3Al3CoGe2,-0.7351710099999991
mp-1216771,U3Al3CoRu2,-0.44478783944444106
mp-12388,Er3Al3NiGe2,-0.7403836566666661
mp-553943,Ba4Al3Cu2F21,-3.613273952083333
mp-1005666,Sc3Al3C2O5,-2.564503754999999
mp-1201626,Al3Co(W3C)3,-0.113523853687489
mp-1020627,SrLiAl3N4,-1.3178914003703701
mp-1196246,Al3P2(H4O7)2,-2.230497879232803
mp-1221481,Na2Al3As9O28,-2.017086365720443
mp-1227590,Ca2Al3O6F,-3.544253495833333
mp-24601,Al3Si2H3O10,-2.795259943819444
mp-555621,RbAl3(P3O10)2,-2.931556924678571
mp-1019788,K4Al3(SiO4)3,-3.029408297909091
mp-542090,Na4Al3(SiO4)3,-2.9962180268416923
mp-1196233,EuAl3(PbO4)2,-2.849076464464297
mp-14760,LuAl3(PbO4)2,-2.98086390797619
mp-21567,SmAl3(PbO4)2,-2.982744790178571
mp-21618,NdAl3(PbO4)2,-2.976684114464278
mp-21706,GdAl3(PbO4)2,-2.979474422857141
mp-8888,HoAl3(PbO4)2,-2.986323307857142
mp-1207869,Y3Al3V2O12,-3.396105122
mp-1207891,Y3Al3Cr2O12,-3.414867023624999
mp-1207916,Tm3Sc2Al3O12,-3.834630633250002
mp-1209040,Sm3Sc2Al3O12,-3.78900482125
mp-1212436,Ho3Sc2Al3O12,-3.824426375624998
mp-1213017,Gd3Sc2Al3O12,-3.787820220125
mp-1213138,Dy3Sc2Al3O12,-3.8226098141250002
mp-1213214,Er3Al3Cr2O12,-3.448679456874999
mp-1213255,Er3Sc2Al3O12,-3.829981252249999
mp-1213328,Eu3Sc2Al3O12,-3.492927743375
mp-14678,Y3Sc2Al3O12,-3.801849305875
mp-1215114,Al3P2H6O11,-2.02414313280844
mp-1221765,Na3Al3Si3O14,-2.696096143223388
mp-1217784,SrYAl3O7,-3.557073157083333
mp-1218014,SrPrAl3O7,-3.550316002222221
mp-1218016,SrSmAl3O7,-3.560721565833332
mp-1218172,SrNdAl3O7,-3.555335341874999
mp-1218220,SrLaAl3O7,-3.581151387083333
mp-1227104,CaYAl3O7,-3.548793484583333
mp-1227109,CaSmAl3O7,-3.553261429583333
mp-1227111,CaLaAl3O7,-3.572430546666666
mp-1227113,CaPrAl3O7,-3.543019718055555
mp-1227115,CaNdAl3O7,-3.547924586458332
mp-1229197,Al3Si3(PbO8)2,-2.355660196041666
mp-1226510,CeY2(AlPd)3,-0.875248127037034
mp-1226822,Ce2Y(AlPd)3,-0.842853488518522
mp-1218880,Sr2Al3FeO8,-3.117777364285714
mp-1227119,CaYAl3O7,-3.551931291666666
mp-1227186,CaLaAl3O7,-3.574616511249999
mp-558602,CsAl3(P3O10)2,-2.9289646942504097
mp-1223440,La6Al3Fe10As,-0.280981802875001
mp-1212809,EuAl3(BO3)4,-3.139135537583335
mp-560801,GdAl3(BO3)4,-3.239767968333333
mp-1200456,K3Al3OF12,-3.329606176671052
mp-638521,Er5Al3Ni3Ge4,-0.783890886333332
mp-1229297,Ce3Al3Pd2Pt,-0.8331513677777751
mp-1195185,K2NaAl3F12,-3.64017457629885
mp-1200284,Al3Si3Pb2O13,-2.8896945548809523
mp-732195,Ca2Al3Si3O13,-3.297947133333334
mp-2646988,Sc2Al3Mo4C3,-0.41113892645833405
mp-1198782,Ca2Al3H3O8,-2.873662701328125
mp-1210996,Mg2Al3(SiO3)6,-2.199560477068966
mp-1214480,BaAl3(PO7)2,-2.375000770964285
mp-1217002,UAl3Fe7Si2,-0.194276696923076
mp-1222445,LuAl3Fe7Si2,-0.24872429435897303
mp-756662,Al3Cr3(SbO8)2,-2.27057403
mp-1020107,LiCaAl3N4,-1.347443300648148
mp-1220919,NaAl3Si3O11,-3.233641933132183
mp-1220946,NaAl3(SiO4)3,-2.931882703756807
mp-1223669,KAl3(SiO4)3,-2.952631854855264
mp-1223735,KAl3(SiO4)3,-2.953647443539475
mp-1226735,CsAl3(SiO4)3,-2.9543915765607993
mp-1200599,NaAl3(PO7)2,-2.12106491015825
mp-1173748,Na4Al3Si3NO15,-2.423809523096817
mp-1173771,Na4Al3Si3ClO16,-2.632374902796934
mp-1173811,Na4Al3Si3NO15,-2.269834103481431
mp-1173847,Na4Al3Si3NO14,-2.35246753542069
mp-1181360,NaAl3Fe6(SO19)2,-0.9621619725275851
mp-1212431,K3Al3Si3(WO3)4,-1.68466900587
mp-1216259,Y2Al3Ga3(BO3)8,-3.008589225395833
mp-1218613,Sr7Ca2Al3(O4F)3,-3.435849286851852
mp-1221172,Na4TaAl3(PO4)6,-2.9310436942291513
mp-1221255,Na4Al3Cr(P2O7)4,-2.8355226064240933
mp-1221340,Na4Al3Si7(HO3)8,-2.611113988598201
mp-1229069,Al3Tl4Fe(As2O7)4,-1.9299713141666681
mp-1229173,Ba12Sm4Al3(CoO6)5,-2.838163261666667
mp-1232353,Sr3NdTaAl3O12,-3.391752126241667
mp-1250508,RbAl3Cd(SiO4)3,-3.037076059125
mp-1351504,Al3Tl4Fe(As2O7)4,-1.216415691666667
mp-2712833,Na14Nb5Al3(SiO4)12,-2.938165522349313
mp-2712850,NbAl3SiS5O24,-2.405066493946079
mp-2712914,NbAl3P2(SO6)4,-2.5055930189986
mp-2712974,Na14Ta5Al3(SiO4)12,-3.015563113609475
mp-2713074,TaAl3SiS5O24,-2.438498692691177
mp-2713092,TaAl3P2(SO6)4,-2.54112769382213
mp-2713184,Na5TiAl3(PO4)6,-2.905228696446676
mp-2713191,Na5Al3Ge(PO4)6,-2.7778576723013773
mp-2713245,Na4NbAl3(PO4)6,-2.893843632983537
mp-2713465,Na5ZrAl3(PO4)6,-2.929351841745821
mp-2713628,Na4TaAl3(PO4)6,-2.92741179054494
mp-2713754,Na2Nb5Al3(PO4)12,-2.913368330835328
mp-2713872,Na2Ta5Al3(PO4)12,-3.004203203692471
mp-2714070,Na7CaAl3(PO4)6,-2.845229798394609
mp-2714118,Na7MgAl3(PO4)6,-2.841436347703553
mp-2714268,Na7Al3Zn(PO4)6,-2.760095875549082
mp-2716421,Na5HfAl3(PO4)6,-2.9489808749936843
mp-2716525,Na5Al3Sn(PO4)6,-2.7879751081988142
mp-532676,LiMgAl3(SeO4)6,-1.780080560354166
mp-676431,Na4Al3Si9ClO24,-3.146950736232127
mp-677121,KBaAl3Si5O16,-3.340123225278845
mp-677223,NaCaAl3(SiO4)3,-3.230799311943965
mp-677716,RbAl3Cd(SiO4)3,-3.0236475735
mp-686614,TaTi9Al3Zn23O48,-2.50724352211111
